date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:21:54	64808/64808	---M--	200	added ('OK')	application/octet-stream	etag:%2267272518-fd28%22	https://undgn.id/silvi-aldi/css/font/fonts/Sacramento.ttf	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/css/font/fonts/Sacramento.ttf	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:54	81008/81008	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2267272518-13c70%22	https://undgn.id/silvi-aldi/css/font/fonts/tangier-medium.eot	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/css/font/fonts/tangier-medium.eot	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:54	30472/30472	---M--	200	added ('OK')	application/octet-stream	etag:%2267272518-7708%22	https://undgn.id/silvi-aldi/css/font/fonts/tangier-medium.woff2	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/css/font/fonts/tangier-medium.woff2	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:54	43700/43700	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2267272518-aab4%22	https://undgn.id/silvi-aldi/css/font/fonts/tangier-medium.woff	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/css/font/fonts/tangier-medium.woff	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:56	84848/84848	---M--	200	added ('OK')	application/octet-stream	etag:%2267272518-14b70%22	https://undgn.id/silvi-aldi/css/font/fonts/tangier-medium.otf	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/css/font/fonts/tangier-medium.otf	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:56	88228/88228	---M--	200	added ('OK')	application/octet-stream	etag:%2267272518-158a4%22	https://undgn.id/silvi-aldi/css/font/fonts/tangier-medium.ttf	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/css/font/fonts/tangier-medium.ttf	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:56	22437/22437	---M--	200	added ('OK')	image/png	etag:%2267272518-57a5%22	https://undgn.id/silvi-aldi/img/template-1/pattern.png	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/img/template-1/pattern.png	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:56	37264/37264	---M--	200	added ('OK')	image/webp	etag:%2267272517-9190%22	https://undgn.id/silvi-aldi/theme/template-1/theme-02/ryuyrd.webp	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/theme/template-1/theme-02/ryuyrd.webp	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:56	45230/45230	---M--	200	added ('OK')	image/webp	etag:%2267272517-b0ae%22	https://undgn.id/silvi-aldi/theme/template-1/theme-02/ryu66ry.webp	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/theme/template-1/theme-02/ryu66ry.webp	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
23:21:56	69086/69086	---M--	200	added ('OK')	image/webp	etag:%22672aca2c-10dde%22	https://undgn.id/silvi-aldi/img/gallery/gall_06112024014516AM.webp	C:/My%20Web%20Sites/tes/undgn.id/silvi-aldi/img/gallery/gall_06112024014516AM.webp	(from https://undgn.id/silvi-aldi/?to=X+MIPA+2)
